ID_Tactique,ID_Match,ID_Joueur,Zones_Influence,Transitions_Rapides,Pressions_Réussies
901,38,341,Médiane,12,6
902,38,974,Toute Surface,7,12
903,38,439,Toute Surface,9,10
904,38,818,Défensive,5,11
905,38,688,Médiane,5,10
906,38,807,Médiane,7,7
907,38,895,Toute Surface,9,18
908,38,678,Toute Surface,8,13
909,38,32,Médiane,9,9
910,38,881,Défensive,3,12
911,38,600,Offensive,10,16
912,38,285,Médiane,8,7
913,39,414,Défensive,0,0
914,39,617,Défensive,0,0
915,39,829,Défensive,0,0
916,39,666,Toute Surface,8,12
917,39,445,Médiane,6,18
918,39,101,Offensive,12,19
919,39,802,Médiane,6,22
920,39,757,Médiane,12,17
921,39,152,Offensive,7,11
922,39,270,Offensive,13,11
923,39,393,Toute Surface,8,14
924,39,124,Offensive,6,7
925,39,341,Offensive,8,4
926,39,974,Médiane,3,16
927,39,439,Offensive,8,11
928,39,818,Médiane,6,20
929,39,688,Défensive,3,7
930,39,807,Offensive,3,12
931,39,895,Offensive,6,13
932,39,678,Défensive,13,11
933,39,32,Défensive,7,22
934,39,881,Toute Surface,6,11
935,39,600,Médiane,13,13
936,39,285,Médiane,8,4
937,40,414,Défensive,0,0
938,40,617,Défensive,0,0
939,40,829,Défensive,0,0
940,40,666,Médiane,5,6
941,40,445,Offensive,13,11
942,40,101,Toute Surface,12,22
943,40,802,Médiane,7,22
944,40,757,Toute Surface,11,14
945,40,152,Offensive,9,20
946,40,270,Médiane,8,18
947,40,393,Défensive,8,12
948,40,124,Offensive,5,13
949,40,341,Offensive,15,5
950,40,974,Défensive,4,5
951,40,439,Défensive,12,11
952,40,818,Médiane,8,11
953,40,688,Offensive,4,7
954,40,807,Défensive,4,12
955,40,895,Médiane,6,20
956,40,678,Toute Surface,12,17
957,40,32,Défensive,7,11
958,40,881,Médiane,5,5
959,40,600,Médiane,13,18
960,40,285,Défensive,14,3
961,41,414,Défensive,0,0
962,41,617,Défensive,0,0
963,41,829,Défensive,0,0
964,41,666,Médiane,5,14
965,41,445,Défensive,9,18
966,41,101,Défensive,7,17
967,41,802,Toute Surface,13,15
968,41,757,Toute Surface,13,17
969,41,152,Défensive,7,20
970,41,270,Médiane,7,17
971,41,393,Médiane,13,16
972,41,124,Défensive,6,7
973,41,341,Médiane,16,11
974,41,974,Toute Surface,4,6
975,41,439,Offensive,8,11
976,41,818,Médiane,7,16
977,41,688,Offensive,7,13
978,41,807,Offensive,4,6
979,41,895,Offensive,12,22
980,41,678,Médiane,11,18
981,41,32,Médiane,6,16
982,41,881,Défensive,4,6
983,41,600,Médiane,6,19
984,41,285,Toute Surface,12,9
985,42,728,Défensive,0,0
986,42,213,Aucune,0,0
987,42,610,Aucune,0,0
988,42,582,Toute Surface,3,15
989,42,723,Médiane,8,5
990,42,689,Aucune,0,0
991,42,449,Offensive,8,9
992,42,668,Aucune,0,0
993,42,176,Aucune,0,0
994,42,529,Aucune,0,0
995,42,833,Aucune,0,0
996,42,571,Aucune,0,0
997,42,476,Offensive,15,5
998,42,939,Offensive,8,17
999,42,434,Toute Surface,6,20
1000,42,348,Offensive,12,19
1001,42,942,Médiane,14,4
1002,42,748,Médiane,14,7
1003,42,147,Défensive,5,7
1004,42,825,Défensive,14,3
1005,42,212,Toute Surface,8,13
1006,42,756,Aucune,0,0
1007,42,211,Offensive,11,15
1008,42,827,Toute Surface,9,20
1009,42,468,Aucune,0,0
1010,43,728,Défensive,0,0
1011,43,213,Défensive,0,0
1012,43,610,Défensive,0,0
1013,43,582,Offensive,4,8
1014,43,723,Toute Surface,3,5
1015,43,689,Toute Surface,7,7
1016,43,449,Toute Surface,9,3
1017,43,668,Offensive,10,17
1018,43,176,Aucune,0,0
1019,43,529,Toute Surface,8,7
1020,43,833,Toute Surface,10,3
1021,43,571,Aucune,0,0
1022,43,476,Offensive,10,6
1023,43,939,Médiane,6,20
1024,43,434,Offensive,10,14
1025,43,348,Médiane,9,17
1026,43,942,Défensive,9,9
1027,43,748,Offensive,8,8
1028,43,147,Toute Surface,4,7
1029,43,825,Défensive,11,5
1030,43,212,Médiane,8,18
1031,43,756,Toute Surface,8,3
1032,43,211,Défensive,6,11
1033,43,827,Défensive,11,18
1034,43,468,Aucune,0,0
1035,44,728,Défensive,0,0
1036,44,213,Défensive,0,0
1037,44,610,Défensive,0,0
1038,44,582,Offensive,6,7
1039,44,723,Médiane,5,12
1040,44,689,Défensive,3,12
1041,44,449,Offensive,11,6
1042,44,668,Toute Surface,8,18
1043,44,176,Aucune,0,0
1044,44,529,Offensive,4,7
1045,44,833,Médiane,13,7
1046,44,571,Défensive,3,15
1047,44,476,Toute Surface,8,5
1048,44,939,Toute Surface,9,16
1049,44,434,Médiane,6,15
1050,44,348,Offensive,7,13
1051,44,942,Défensive,9,9
1052,44,748,Médiane,8,9
1053,44,147,Défensive,6,7
1054,44,825,Défensive,13,6
1055,44,212,Offensive,7,19
1056,44,756,Médiane,14,5
1057,44,211,Défensive,12,15
1058,44,827,Défensive,6,20
1059,44,468,Médiane,5,15
1060,45,728,Défensive,0,0
1061,45,213,Défensive,0,0
1062,45,610,Défensive,0,0
1063,45,582,Médiane,8,9
1064,45,723,Offensive,6,5
1065,45,689,Défensive,4,8
1066,45,449,Défensive,8,7
1067,45,668,Médiane,12,14
1068,45,176,Aucune,0,0
1069,45,529,Médiane,8,13
1070,45,833,Offensive,16,9
1071,45,571,Médiane,7,9
1072,45,476,Médiane,8,11
1073,45,939,Toute Surface,6,18
1074,45,434,Défensive,6,20
1075,45,348,Défensive,11,14
1076,45,942,Défensive,16,8
1077,45,748,Défensive,9,9
1078,45,147,Toute Surface,4,5
1079,45,825,Toute Surface,8,4
1080,45,212,Toute Surface,8,13
1081,45,756,Toute Surface,15,8
1082,45,211,Offensive,6,15
1083,45,827,Médiane,12,14
1084,45,468,Médiane,6,17
1085,46,728,Défensive,0,0
1086,46,213,Défensive,0,0
1087,46,610,Défensive,0,0
1088,46,582,Offensive,6,13
1089,46,723,Médiane,7,9
1090,46,689,Offensive,7,9
1091,46,449,Toute Surface,9,9
1092,46,668,Défensive,9,14
1093,46,176,Défensive,3,8
1094,46,529,Offensive,3,10
1095,46,833,Médiane,9,5
1096,46,571,Défensive,2,13
1097,46,476,Offensive,7,8
1098,46,939,Médiane,9,9
1099,46,434,Défensive,7,15
1100,46,348,Toute Surface,8,14
1101,46,942,Médiane,13,6
1102,46,748,Défensive,11,5
1103,46,147,Offensive,5,9
1104,46,825,Défensive,7,4
1105,46,212,Médiane,5,10
1106,46,756,Médiane,8,8
1107,46,211,Offensive,6,9
1108,46,827,Toute Surface,6,15
1109,46,468,Médiane,9,15
1110,47,728,Défensive,0,0
1111,47,213,Défensive,0,0
1112,47,610,Défensive,0,0
1113,47,582,Médiane,8,14
1114,47,723,Médiane,7,8
1115,47,689,Offensive,5,7
1116,47,449,Médiane,14,4
1117,47,668,Offensive,9,13
1118,47,176,Toute Surface,5,6
1119,47,529,Défensive,8,12
1120,47,833,Toute Surface,16,8
1121,47,571,Offensive,5,12
1122,47,476,Toute Surface,14,7
1123,47,939,Offensive,8,18
1124,47,434,Médiane,5,17
1125,47,348,Offensive,7,12
1126,47,942,Toute Surface,13,4
1127,47,748,Toute Surface,16,6
1128,47,147,Défensive,8,8
1129,47,825,Toute Surface,13,6
1130,47,212,Toute Surface,13,19
1131,47,756,Médiane,16,11
1132,47,211,Toute Surface,6,22
1133,47,827,Offensive,5,15
1134,47,468,Défensive,9,20
1135,48,728,Défensive,0,0
1136,48,213,Défensive,0,0
1137,48,610,Défensive,0,0
1138,48,582,Toute Surface,4,8
1139,48,723,Toute Surface,6,14
1140,48,689,Toute Surface,4,12
1141,48,449,Toute Surface,16,4
1142,48,668,Défensive,8,16
1143,48,176,Toute Surface,3,8
1144,48,529,Toute Surface,3,14
1145,48,833,Offensive,14,5
1146,48,571,Médiane,4,5
1147,48,476,Défensive,8,6
1148,48,939,Défensive,5,17
1149,48,434,Offensive,6,19
1150,48,348,Défensive,7,18
1151,48,942,Offensive,11,5
1152,48,748,Médiane,9,8
1153,48,147,Médiane,6,16
1154,48,825,Offensive,14,7
1155,48,212,Offensive,12,20
1156,48,756,Défensive,15,8
1157,48,211,Médiane,6,14
1158,48,827,Défensive,12,17
1159,48,468,Toute Surface,6,22
1160,49,728,Défensive,0,0
1161,49,213,Défensive,0,0
1162,49,610,Défensive,0,0
1163,49,582,Toute Surface,8,7
1164,49,723,Défensive,4,13
1165,49,689,Toute Surface,6,15
1166,49,449,Médiane,14,10
1167,49,668,Défensive,12,11
1168,49,176,Médiane,7,7
1169,49,529,Offensive,3,15
1170,49,833,Défensive,14,3
1171,49,571,Offensive,7,15
1172,49,476,Défensive,8,7
1173,49,939,Toute Surface,9,20
1174,49,434,Offensive,5,11
1175,49,348,Défensive,10,18
1176,49,942,Toute Surface,11,8
1177,49,748,Médiane,8,9
1178,49,147,Médiane,4,15
1179,49,825,Défensive,15,8
1180,49,212,Offensive,11,10
1181,49,756,Médiane,8,7
1182,49,211,Toute Surface,12,17
1183,49,827,Défensive,9,13
1184,49,468,Toute Surface,6,15
1185,50,728,Défensive,0,0
1186,50,213,Défensive,0,0
1187,50,610,Défensive,0,0
1188,50,582,Toute Surface,7,7
1189,50,723,Médiane,4,4
1190,50,689,Médiane,3,9
1191,50,449,Défensive,11,2
1192,50,668,Médiane,7,16
1193,50,176,Médiane,5,5
1194,50,529,Offensive,2,4
1195,50,833,Offensive,8,3
1196,50,571,Toute Surface,5,9
1197,50,476,Défensive,9,7
1198,50,939,Offensive,8,13
1199,50,434,Offensive,5,11
1200,50,348,Médiane,9,17
1201,50,942,Médiane,7,4
1202,50,748,Médiane,7,3
1203,50,147,Toute Surface,7,7
1204,50,825,Toute Surface,9,7
1205,50,212,Toute Surface,9,9
1206,50,756,Médiane,12,4
1207,50,211,Toute Surface,9,18
1208,50,827,Toute Surface,8,17
1209,50,468,Toute Surface,4,15
1210,51,728,Défensive,0,0
1211,51,213,Défensive,0,0
1212,51,610,Défensive,0,0
1213,51,582,Défensive,4,6
1214,51,723,Défensive,5,8
1215,51,689,Toute Surface,8,5
1216,51,449,Offensive,14,6
1217,51,668,Médiane,11,11
1218,51,176,Défensive,4,7
1219,51,529,Offensive,8,8
1220,51,833,Médiane,12,11
1221,51,571,Offensive,4,16
1222,51,476,Toute Surface,9,8
1223,51,939,Offensive,5,14
1224,51,434,Toute Surface,12,12
1225,51,348,Toute Surface,13,15
1226,51,942,Médiane,13,3
1227,51,748,Médiane,15,7
1228,51,147,Offensive,5,7
1229,51,825,Médiane,12,9
1230,51,212,Défensive,12,13
1231,51,756,Toute Surface,9,4
1232,51,211,Médiane,6,19
1233,51,827,Toute Surface,7,15
1234,51,468,Médiane,12,20
1235,52,728,Défensive,0,0
1236,52,213,Défensive,0,0
1237,52,610,Défensive,0,0
1238,52,582,Médiane,8,7
1239,52,723,Toute Surface,4,9
1240,52,689,Offensive,4,10
1241,52,449,Offensive,13,3
1242,52,668,Offensive,11,17
1243,52,176,Offensive,8,7
1244,52,529,Défensive,3,9
1245,52,833,Défensive,14,4
1246,52,571,Offensive,4,15
1247,52,476,Défensive,14,8
1248,52,939,Offensive,12,15
1249,52,434,Offensive,9,13
1250,52,348,Offensive,8,14
1251,52,942,Médiane,9,8
1252,52,748,Médiane,15,4
1253,52,147,Offensive,7,14
1254,52,825,Offensive,12,6
1255,52,212,Médiane,6,10
1256,52,756,Défensive,13,6
1257,52,211,Offensive,9,11
1258,52,827,Toute Surface,10,10
1259,52,468,Offensive,9,15
1260,53,728,Défensive,0,0
1261,53,213,Défensive,0,0
1262,53,610,Défensive,0,0
1263,53,582,Médiane,5,11
1264,53,723,Défensive,5,13
1265,53,689,Toute Surface,5,9
1266,53,449,Médiane,13,3
1267,53,668,Toute Surface,9,11
1268,53,176,Offensive,4,9
1269,53,529,Offensive,4,7
1270,53,833,Médiane,13,2
1271,53,571,Offensive,7,6
1272,53,476,Toute Surface,12,6
1273,53,939,Médiane,9,10
1274,53,434,Toute Surface,9,17
1275,53,348,Toute Surface,8,13
1276,53,942,Offensive,10,3
1277,53,748,Défensive,8,2
1278,53,147,Toute Surface,3,9
1279,53,825,Médiane,9,2
1280,53,212,Médiane,7,18
1281,53,756,Médiane,7,9
1282,53,211,Défensive,8,9
1283,53,827,Toute Surface,9,12
1284,53,468,Médiane,5,15
1285,54,728,Défensive,0,0
1286,54,213,Défensive,0,0
1287,54,610,Défensive,0,0
1288,54,582,Offensive,5,11
1289,54,723,Médiane,7,14
1290,54,689,Toute Surface,6,6
1291,54,449,Toute Surface,12,3
1292,54,668,Médiane,7,17
1293,54,176,Toute Surface,3,15
1294,54,529,Toute Surface,3,6
1295,54,833,Toute Surface,14,5
1296,54,571,Médiane,5,9
1297,54,476,Toute Surface,16,4
1298,54,939,Toute Surface,11,13
1299,54,434,Toute Surface,5,19
1300,54,348,Offensive,9,16
1301,54,942,Défensive,11,11
1302,54,748,Toute Surface,13,6
1303,54,147,Offensive,3,16
1304,54,825,Toute Surface,12,11
1305,54,212,Défensive,6,14
1306,54,756,Offensive,16,4
1307,54,211,Offensive,6,14
1308,54,827,Toute Surface,8,19
1309,54,468,Défensive,7,16
1310,55,728,Défensive,0,0
1311,55,213,Défensive,0,0
1312,55,610,Défensive,0,0
1313,55,582,Toute Surface,4,10
1314,55,723,Médiane,5,4
1315,55,689,Toute Surface,6,6
1316,55,449,Toute Surface,9,5
1317,55,668,Défensive,9,15
1318,55,176,Toute Surface,2,11
1319,55,529,Toute Surface,2,8
1320,55,833,Toute Surface,9,8
1321,55,571,Médiane,3,4
1322,55,476,Médiane,9,2
1323,55,939,Toute Surface,5,13
1324,55,434,Toute Surface,7,18
1325,55,348,Médiane,8,17
1326,55,942,Offensive,11,3
1327,55,748,Médiane,10,3
1328,55,147,Offensive,4,6
1329,55,825,Défensive,8,8
1330,55,212,Médiane,9,12
1331,55,756,Offensive,13,7
1332,55,211,Médiane,9,18
1333,55,827,Offensive,10,9
1334,55,468,Toute Surface,6,14
1335,56,728,Défensive,0,0
1336,56,213,Défensive,0,0
1337,56,610,Défensive,0,0
1338,56,582,Médiane,6,9
1339,56,723,Médiane,4,11
1340,56,689,Médiane,8,11
1341,56,449,Offensive,13,4
1342,56,668,Offensive,7,11
1343,56,176,Toute Surface,4,5
1344,56,529,Défensive,7,6
1345,56,833,Offensive,10,8
1346,56,571,Défensive,3,8
1347,56,476,Médiane,14,8
1348,56,939,Médiane,10,11
1349,56,434,Défensive,8,16
1350,56,348,Médiane,5,16
1351,56,942,Toute Surface,13,3
1352,56,748,Toute Surface,14,9
1353,56,147,Toute Surface,5,14
1354,56,825,Offensive,15,10
1355,56,212,Médiane,8,18
1356,56,756,Toute Surface,9,7
1357,56,211,Offensive,6,17
1358,56,827,Médiane,10,15
1359,56,468,Défensive,6,18
1360,57,728,Défensive,0,0
1361,57,213,Défensive,0,0
1362,57,610,Défensive,0,0
1363,57,582,Défensive,4,10
1364,57,723,Défensive,6,15
1365,57,689,Offensive,3,8
1366,57,449,Offensive,9,5
1367,57,668,Toute Surface,5,20
1368,57,176,Toute Surface,5,5
1369,57,529,Médiane,7,11
1370,57,833,Médiane,8,9
1371,57,571,Toute Surface,3,9
1372,57,476,Toute Surface,15,9
1373,57,939,Toute Surface,9,12
1374,57,434,Défensive,12,10
1375,57,348,Médiane,6,10
1376,57,942,Défensive,11,4
1377,57,748,Offensive,14,4
1378,57,147,Médiane,5,7
1379,57,825,Toute Surface,15,8
1380,57,212,Défensive,7,17
1381,57,756,Défensive,9,10
1382,57,211,Toute Surface,6,13
1383,57,827,Médiane,10,18
1384,57,468,Médiane,6,16
1385,58,728,Défensive,0,0
1386,58,213,Défensive,0,0
1387,58,610,Défensive,0,0
1388,58,582,Médiane,4,10
1389,58,723,Médiane,5,12
1390,58,689,Toute Surface,2,7
1391,58,449,Offensive,11,9
1392,58,668,Toute Surface,9,9
1393,58,176,Toute Surface,4,12
1394,58,529,Médiane,6,13
1395,58,833,Offensive,12,6
1396,58,571,Médiane,6,10
1397,58,476,Médiane,11,8
1398,58,939,Offensive,9,16
1399,58,434,Offensive,10,13
1400,58,348,Médiane,10,16
1401,58,942,Défensive,10,9
1402,58,748,Défensive,13,6
1403,58,147,Offensive,2,7
1404,58,825,Médiane,13,7
1405,58,212,Toute Surface,6,9
1406,58,756,Médiane,7,5
1407,58,211,Offensive,9,12
1408,58,827,Médiane,9,10
1409,58,468,Médiane,8,13
1410,59,728,Défensive,0,0
1411,59,213,Défensive,0,0
1412,59,610,Défensive,0,0
1413,59,582,Défensive,4,6
1414,59,723,Offensive,5,10
1415,59,689,Toute Surface,7,9
1416,59,449,Médiane,13,6
1417,59,668,Offensive,10,13
1418,59,176,Offensive,3,8
1419,59,529,Défensive,6,12
1420,59,833,Toute Surface,7,5
1421,59,571,Médiane,4,4
1422,59,476,Médiane,9,4
1423,59,939,Toute Surface,6,17
1424,59,434,Toute Surface,10,13
1425,59,348,Toute Surface,9,18
1426,59,942,Défensive,11,2
1427,59,748,Toute Surface,9,3
1428,59,147,Défensive,6,6
1429,59,825,Offensive,11,8
1430,59,212,Défensive,6,16
1431,59,756,Toute Surface,8,4
1432,59,211,Médiane,4,15
1433,59,827,Défensive,4,14
1434,59,468,Offensive,4,13
1435,60,728,Défensive,0,0
1436,60,213,Défensive,0,0
1437,60,610,Défensive,0,0
1438,60,582,Défensive,5,7
1439,60,723,Offensive,3,9
1440,60,689,Toute Surface,6,6
1441,60,449,Défensive,11,10
1442,60,668,Défensive,12,12
1443,60,176,Médiane,3,12
1444,60,529,Toute Surface,8,5
1445,60,833,Toute Surface,9,6
1446,60,571,Offensive,5,12
1447,60,476,Toute Surface,13,5
1448,60,939,Défensive,5,19
1449,60,434,Médiane,10,16
1450,60,348,Toute Surface,6,20
1451,60,942,Toute Surface,15,10
1452,60,748,Médiane,11,6
1453,60,147,Offensive,3,15
1454,60,825,Toute Surface,11,9
1455,60,212,Offensive,10,18
1456,60,756,Toute Surface,14,8
1457,60,211,Offensive,6,20
1458,60,827,Défensive,5,14
1459,60,468,Toute Surface,10,12
1460,61,728,Défensive,0,0
1461,61,213,Défensive,0,0
1462,61,610,Défensive,0,0
1463,61,582,Médiane,7,12
1464,61,723,Défensive,4,11
1465,61,689,Médiane,2,10
1466,61,449,Offensive,9,7
1467,61,668,Toute Surface,8,10
1468,61,176,Toute Surface,4,11
1469,61,529,Médiane,5,11
1470,61,833,Médiane,13,2
1471,61,571,Défensive,3,5
1472,61,476,Toute Surface,13,2
1473,61,939,Médiane,9,16
1474,61,434,Médiane,10,9
1475,61,348,Défensive,8,9
1476,61,942,Médiane,9,3
1477,61,748,Offensive,8,4
1478,61,147,Médiane,3,9
1479,61,825,Défensive,10,5
1480,61,212,Toute Surface,6,17
1481,61,756,Médiane,9,7
1482,61,211,Médiane,10,9
1483,61,827,Défensive,8,15
1484,61,468,Offensive,4,11
1485,62,728,Défensive,0,0
1486,62,213,Défensive,0,0
1487,62,610,Défensive,0,0
1488,62,582,Toute Surface,7,5
1489,62,723,Toute Surface,4,15
1490,62,689,Défensive,8,9
1491,62,449,Défensive,12,8
1492,62,668,Défensive,10,12
1493,62,176,Toute Surface,5,5
1494,62,529,Toute Surface,8,9
1495,62,833,Défensive,13,8
1496,62,571,Offensive,6,9
1497,62,476,Défensive,9,9
1498,62,939,Offensive,5,10
1499,62,434,Offensive,6,18
1500,62,348,Offensive,10,14
1501,62,942,Offensive,9,9
1502,62,748,Médiane,14,4
1503,62,147,Médiane,8,13
1504,62,825,Défensive,11,6
1505,62,212,Médiane,7,10
1506,62,756,Toute Surface,11,5
1507,62,211,Toute Surface,9,20
1508,62,827,Toute Surface,8,20
1509,62,468,Offensive,9,10
1510,63,728,Défensive,0,0
1511,63,213,Défensive,0,0
1512,63,610,Défensive,0,0
1513,63,582,Défensive,7,15
1514,63,723,Offensive,5,6
1515,63,689,Toute Surface,4,12
1516,63,449,Toute Surface,12,4
1517,63,668,Médiane,13,22
1518,63,176,Médiane,5,5
1519,63,529,Offensive,8,7
1520,63,833,Médiane,13,8
1521,63,571,Offensive,3,9
1522,63,476,Médiane,11,8
1523,63,939,Médiane,7,17
1524,63,434,Défensive,6,19
1525,63,348,Offensive,12,11
1526,63,942,Médiane,9,5
1527,63,748,Offensive,11,6
1528,63,147,Défensive,7,8
1529,63,825,Toute Surface,9,9
1530,63,212,Médiane,9,16
1531,63,756,Toute Surface,9,5
1532,63,211,Toute Surface,6,13
1533,63,827,Défensive,12,18
1534,63,468,Toute Surface,13,19
1535,64,728,Défensive,0,0
1536,64,213,Défensive,0,0
1537,64,610,Défensive,0,0
1538,64,582,Médiane,8,9
1539,64,723,Défensive,5,16
1540,64,689,Toute Surface,4,13
1541,64,449,Offensive,8,5
1542,64,668,Toute Surface,8,18
1543,64,176,Toute Surface,3,5
1544,64,529,Défensive,8,6
1545,64,833,Offensive,11,11
1546,64,571,Toute Surface,6,11
1547,64,476,Offensive,13,5
1548,64,939,Médiane,12,22
1549,64,434,Toute Surface,11,18
1550,64,348,Offensive,12,19
1551,64,942,Médiane,11,5
1552,64,748,Toute Surface,13,4
1553,64,147,Médiane,8,13
1554,64,825,Toute Surface,13,8
1555,64,212,Médiane,8,13
1556,64,756,Toute Surface,15,8
1557,64,211,Médiane,5,12
1558,64,827,Toute Surface,5,20
1559,64,468,Défensive,7,11
1560,65,728,Défensive,0,0
1561,65,213,Défensive,0,0
1562,65,610,Défensive,0,0
1563,65,582,Offensive,4,9
1564,65,723,Défensive,7,4
1565,65,689,Médiane,6,12
1566,65,449,Toute Surface,11,5
1567,65,668,Défensive,7,14
1568,65,176,Médiane,5,8
1569,65,529,Toute Surface,3,9
1570,65,833,Médiane,9,2
1571,65,571,Toute Surface,7,10
1572,65,476,Défensive,10,5
1573,65,939,Défensive,4,9
1574,65,434,Défensive,7,10
1575,65,348,Défensive,9,9
1576,65,942,Défensive,13,3
1577,65,748,Médiane,7,3
1578,65,147,Toute Surface,3,9
1579,65,825,Médiane,10,5
1580,65,212,Offensive,10,12
1581,65,756,Médiane,9,3
1582,65,211,Médiane,5,11
1583,65,827,Offensive,5,12
1584,65,468,Défensive,8,17
1585,66,728,Défensive,0,0
1586,66,213,Défensive,0,0
1587,66,610,Défensive,0,0
1588,66,582,Toute Surface,4,9
1589,66,723,Offensive,7,13
1590,66,689,Défensive,4,7
1591,66,449,Toute Surface,9,5
1592,66,668,Médiane,9,9
1593,66,176,Offensive,7,10
1594,66,529,Défensive,4,10
1595,66,833,Toute Surface,9,6
1596,66,571,Offensive,6,9
1597,66,476,Toute Surface,10,2
1598,66,939,Toute Surface,9,11
1599,66,434,Offensive,9,9
1600,66,348,Médiane,7,9
1601,66,942,Défensive,12,3
1602,66,748,Toute Surface,10,2
1603,66,147,Défensive,3,4
1604,66,825,Offensive,8,4
1605,66,212,Médiane,7,9
1606,66,756,Défensive,12,7
1607,66,211,Médiane,9,15
1608,66,827,Toute Surface,10,13
1609,66,468,Défensive,7,18
1610,67,728,Défensive,0,0
1611,67,213,Défensive,0,0
1612,67,610,Défensive,0,0
1613,67,582,Défensive,7,13
1614,67,723,Défensive,8,5
1615,67,689,Défensive,7,11
1616,67,449,Offensive,10,7
1617,67,668,Toute Surface,5,15
1618,67,176,Médiane,5,11
1619,67,529,Médiane,5,11
1620,67,833,Offensive,8,4
1621,67,571,Défensive,6,12
1622,67,476,Offensive,9,3
1623,67,939,Défensive,5,16
1624,67,434,Offensive,11,20
1625,67,348,Toute Surface,10,13
1626,67,942,Offensive,12,8
1627,67,748,Médiane,9,7
1628,67,147,Médiane,8,11
1629,67,825,Médiane,14,3
1630,67,212,Offensive,5,12
1631,67,756,Défensive,8,10
1632,67,211,Offensive,9,18
1633,67,827,Offensive,12,10
1634,67,468,Médiane,12,15
1635,68,728,Défensive,0,0
1636,68,213,Défensive,0,0
1637,68,610,Défensive,0,0
1638,68,582,Médiane,5,6
1639,68,723,Offensive,5,8
1640,68,689,Défensive,7,16
1641,68,449,Toute Surface,11,4
1642,68,668,Toute Surface,6,14
1643,68,176,Médiane,6,12
1644,68,529,Défensive,3,11
1645,68,833,Offensive,11,9
1646,68,571,Offensive,6,15
1647,68,476,Toute Surface,12,7
1648,68,939,Toute Surface,12,18
1649,68,434,Défensive,12,17
1650,68,348,Défensive,13,20
1651,68,942,Médiane,9,4
1652,68,748,Défensive,8,3
1653,68,147,Toute Surface,8,8
1654,68,825,Défensive,9,5
1655,68,212,Défensive,11,15
1656,68,756,Offensive,11,9
1657,68,211,Offensive,6,14
1658,68,827,Toute Surface,9,15
1659,68,468,Offensive,11,15
1660,69,728,Défensive,0,0
1661,69,213,Défensive,0,0
1662,69,610,Défensive,0,0
1663,69,582,Défensive,5,5
1664,69,723,Toute Surface,5,12
1665,69,689,Défensive,8,5
1666,69,449,Défensive,9,6
1667,69,668,Défensive,6,17
1668,69,176,Défensive,5,16
